N,P,K,temperature,humidity,ph,rainfall,label
52.79,17.83,16.28,25.46,38.01,7.21,638.3,mil
66.41,15.58,32.61,31.59,47.38,6.11,385.53,mil
51.71,5.36,31.67,37.53,36.97,6.84,625.64,mil
58.78,10.76,19.72,35.18,41.9,5.99,354.96,mil
65.0,18.76,39.58,36.51,53.26,6.15,585.74,mil
21.01,18.42,24.08,30.2,50.87,8.06,211.15,mil
50.48,12.36,22.47,37.48,34.3,8.33,289.82,mil
53.14,18.44,17.57,29.87,50.04,7.79,364.55,mil
46.7,6.23,16.26,32.29,27.58,8.03,559.0,mil
67.18,18.87,38.21,33.32,43.01,8.43,521.06,mil
21.54,19.48,37.16,36.93,42.51,7.51,695.1,mil
24.53,18.34,18.5,34.6,43.23,5.96,303.37,mil
51.08,7.56,17.96,37.53,34.81,6.96,670.57,mil
31.36,12.79,28.19,36.33,52.05,8.25,588.32,mil
31.42,5.5,21.51,27.12,46.31,7.48,221.99,mil
61.83,9.97,22.97,35.02,37.88,6.82,232.81,mil
40.07,20.3,37.46,31.2,37.71,7.61,671.39,mil
33.35,13.8,33.88,34.15,28.32,7.38,293.37,mil
45.51,15.58,36.29,31.94,33.38,6.19,637.13,mil
28.55,13.52,15.62,36.6,39.23,6.55,380.55,mil
62.61,16.08,31.54,38.46,52.05,6.49,676.23,mil
21.24,12.54,36.87,29.12,33.19,6.41,506.16,mil
41.92,19.53,36.85,35.11,31.13,8.3,332.25,mil
27.49,6.8,26.9,26.71,29.16,6.4,340.83,mil
50.21,21.33,32.84,28.94,32.36,8.4,204.12,mil
63.99,8.99,38.42,30.13,38.21,7.62,493.83,mil
35.9,16.08,31.92,25.64,25.34,6.87,265.92,mil
53.22,9.28,22.99,27.97,41.45,5.85,211.55,mil
22.56,24.09,14.27,35.63,27.04,5.82,454.44,mil
43.24,24.03,38.35,36.69,43.06,6.86,378.09,mil
67.35,17.06,27.37,28.48,26.4,8.34,356.87,mil
42.13,7.29,35.11,25.41,50.02,5.92,643.28,mil
56.49,8.29,26.97,29.69,30.35,8.08,401.76,mil
39.93,8.4,21.49,38.07,35.89,8.35,673.15,mil
27.24,8.55,35.88,30.89,25.13,6.32,498.81,mil
59.96,7.67,13.32,38.83,47.53,7.27,584.59,mil
41.44,20.17,21.15,28.66,46.87,6.76,690.69,mil
37.47,23.43,37.99,28.63,48.95,6.8,658.76,mil
42.51,19.89,24.01,28.42,30.98,6.78,577.75,mil
50.25,18.77,18.47,32.22,26.33,7.95,694.95,mil
40.34,5.22,15.09,34.79,43.36,7.86,326.94,mil
58.18,18.76,19.68,33.18,29.42,6.86,640.6,mil
41.06,21.79,27.71,27.88,42.43,7.02,399.32,mil
25.98,13.33,12.18,26.48,37.48,6.42,662.77,mil
38.79,20.16,25.91,35.56,32.8,8.33,465.04,mil
61.57,12.3,13.01,35.11,25.23,6.93,296.4,mil
51.37,24.59,23.93,37.26,40.23,6.99,665.21,mil
64.5,20.72,18.89,33.18,31.72,6.83,442.11,mil
61.58,22.92,22.44,25.27,50.85,6.02,510.94,mil
21.25,12.99,39.58,26.51,37.71,6.42,652.54,mil
63.47,9.75,12.44,34.41,35.09,7.52,216.06,mil
26.67,18.73,16.37,37.86,26.76,6.15,699.28,mil
41.65,19.06,15.48,34.15,46.78,6.44,614.45,mil
50.17,12.78,26.73,33.65,29.97,6.71,371.72,mil
40.05,20.22,24.48,39.1,33.81,6.75,593.48,mil
47.3,15.94,11.6,30.98,33.12,8.5,354.18,mil
64.22,18.52,20.23,33.15,50.22,8.15,280.2,mil
36.98,11.7,11.26,33.97,50.64,6.64,570.02,mil
51.39,12.51,14.23,35.64,50.64,7.56,208.94,mil
30.81,6.39,27.11,36.35,28.32,8.02,477.75,mil
54.5,24.43,12.51,38.52,28.78,6.68,625.72,mil
65.31,15.13,27.82,35.62,49.98,5.86,605.03,mil
44.06,14.01,22.72,32.64,53.35,7.14,676.59,mil
29.01,19.48,34.37,35.19,43.21,7.19,630.47,mil
61.08,7.45,35.46,31.21,32.61,8.11,416.01,mil
60.42,10.27,10.12,32.43,28.01,7.76,338.04,mil
42.18,6.74,18.6,36.72,29.55,7.44,658.71,mil
53.99,21.22,13.27,28.76,51.84,7.65,519.78,mil
53.19,13.28,11.34,36.77,45.36,6.92,649.88,mil
36.81,10.89,36.18,36.95,40.45,5.89,307.54,mil
52.81,12.7,35.09,39.25,49.17,6.63,594.34,mil
37.57,8.34,11.0,30.79,52.11,6.22,303.26,mil
68.49,5.5,33.57,29.82,26.12,8.25,269.82,mil
47.59,10.48,11.96,25.75,28.47,5.71,580.28,mil
44.28,11.86,22.55,38.93,52.32,7.65,642.34,mil
35.98,12.62,28.41,34.35,39.45,6.7,693.09,mil
61.06,13.7,31.82,29.04,28.01,6.56,401.49,mil
20.83,21.3,20.78,33.71,27.22,6.02,644.85,mil
50.43,24.01,39.96,30.58,33.96,8.08,699.31,mil
51.48,20.9,33.45,30.33,42.23,8.0,544.06,mil
21.06,11.73,14.33,28.49,52.16,5.61,309.9,mil
35.48,17.34,26.02,28.27,29.93,6.21,451.26,mil
33.56,23.95,23.92,25.88,46.88,6.49,526.74,mil
33.98,16.41,33.16,38.92,32.83,6.5,432.13,mil
66.36,23.03,12.7,26.98,39.87,5.82,372.79,mil
27.42,17.72,38.48,39.95,36.26,7.3,628.13,mil
25.87,18.79,22.27,28.09,37.08,5.73,547.7,mil
32.64,11.23,13.63,37.97,39.8,7.22,484.72,mil
40.52,8.85,32.35,26.91,28.12,7.63,304.42,mil
35.34,14.5,23.48,35.63,43.7,7.43,557.03,mil
34.63,11.45,23.14,29.61,54.55,7.94,282.33,mil
20.28,5.86,17.32,26.71,41.0,8.07,568.38,mil
30.78,12.99,25.24,37.15,50.17,8.23,454.62,mil
54.71,7.24,26.96,28.73,37.95,7.4,328.49,mil
22.61,5.2,10.66,25.13,28.31,6.22,310.61,mil
69.34,11.12,13.82,33.18,50.74,7.53,348.04,mil
48.08,19.3,31.84,35.0,51.12,8.11,489.47,mil
41.49,17.83,34.55,25.08,54.76,6.05,435.12,mil
63.6,9.5,24.3,26.99,36.85,6.03,381.81,mil
38.67,24.86,39.84,26.72,46.78,5.66,215.1,mil
25.27,24.31,38.23,27.91,29.85,6.22,457.77,mil
48.49,9.43,32.7,29.64,52.66,7.47,418.18,mil
59.5,21.36,18.71,30.1,53.08,5.99,221.08,mil
42.7,21.02,33.15,38.79,41.0,5.8,494.34,mil
58.92,6.87,15.18,25.18,42.81,8.16,535.33,mil
69.1,6.26,37.09,37.21,34.43,8.42,343.97,mil
64.47,22.61,32.73,33.45,28.6,7.1,378.4,mil
59.61,20.16,37.32,25.22,49.27,8.32,594.65,mil
26.51,6.63,10.63,34.43,43.89,8.46,399.02,mil
36.6,17.49,34.77,39.05,49.09,6.78,517.46,mil
62.81,14.81,16.5,27.55,25.0,7.65,255.55,mil
32.19,10.96,26.81,30.97,45.24,5.67,261.97,mil
44.96,11.74,18.87,26.01,51.87,7.58,260.81,mil
23.25,24.5,30.44,31.26,46.05,7.77,589.98,mil
43.89,13.6,10.33,38.9,43.1,6.11,659.8,mil
65.75,24.78,36.22,39.97,32.34,8.03,611.51,mil
31.55,6.97,39.38,29.44,51.13,5.51,210.51,mil
43.29,9.77,30.7,33.48,27.32,5.99,394.02,mil
29.28,20.84,22.48,26.4,39.53,5.77,264.47,mil
31.98,22.19,37.74,37.39,35.02,6.32,474.58,mil
56.09,24.87,13.95,25.74,45.83,8.0,623.17,mil
53.92,24.08,25.33,38.71,54.03,8.04,354.88,mil
29.81,15.96,23.59,38.17,28.0,6.27,575.9,mil
24.75,11.42,21.61,34.34,29.74,8.08,423.77,mil
65.85,14.36,18.25,27.13,25.11,7.1,253.58,mil
39.59,16.79,18.27,27.63,48.24,8.34,250.22,mil
27.78,24.2,11.13,39.66,25.14,8.12,353.66,mil
66.93,11.34,29.63,26.2,32.27,7.82,464.34,mil
66.4,13.58,36.09,31.73,54.38,8.38,364.57,mil
64.3,21.95,16.32,34.36,27.18,8.01,287.27,mil
23.54,13.0,27.31,37.82,54.23,6.82,230.22,mil
57.46,16.3,23.44,29.64,40.07,6.52,578.51,mil
47.19,22.54,26.31,28.57,50.53,7.17,303.42,mil
51.18,12.15,35.33,31.8,46.79,5.79,398.01,mil
69.16,21.17,14.8,29.17,34.89,7.45,578.5,mil
57.48,15.2,34.32,31.56,28.72,7.19,676.15,mil
59.65,16.57,29.4,38.96,37.85,6.49,688.62,mil
63.17,11.46,23.91,31.23,29.47,8.37,402.16,mil
63.77,8.79,26.44,25.36,47.93,7.24,512.79,mil
22.59,9.22,12.23,29.33,43.82,7.2,506.07,mil
47.46,10.46,17.34,27.06,50.47,7.35,293.26,mil
28.86,22.46,32.28,34.89,37.21,6.29,689.73,mil
59.86,11.04,35.43,36.38,33.91,6.78,292.98,mil
25.55,19.46,18.03,37.3,54.87,5.73,436.52,mil
60.1,20.78,32.8,30.23,38.62,7.28,686.97,mil
36.38,23.46,18.08,39.84,45.11,6.89,506.7,mil
33.63,10.48,13.41,26.71,35.43,7.79,503.99,mil
25.13,22.04,28.04,39.41,45.11,6.03,436.89,mil
52.42,5.57,10.45,26.94,32.55,6.79,443.72,mil
26.9,18.47,27.88,29.42,25.41,5.73,395.85,mil
27.7,12.54,28.85,33.21,31.94,6.53,507.02,mil
63.04,20.06,26.6,30.43,35.95,8.14,219.62,mil
69.4,18.29,30.43,25.57,43.17,6.95,252.89,mil
33.9,22.81,26.5,31.2,27.18,7.64,551.43,mil
50.7,15.21,23.01,33.9,32.0,8.32,494.4,mil
35.56,13.99,34.17,27.42,33.79,7.54,357.74,mil
59.63,7.61,32.88,26.03,25.38,8.19,490.67,mil
37.59,9.65,28.51,32.64,54.75,8.45,517.51,mil
42.14,14.82,30.47,26.52,34.85,5.73,236.68,mil
29.79,14.71,33.54,32.28,35.06,5.75,475.15,mil
33.56,17.3,39.32,26.67,31.36,6.92,684.31,mil
58.59,22.96,20.01,39.88,28.08,5.66,627.8,mil
66.36,6.81,13.4,25.5,28.14,6.13,685.04,mil
53.39,20.57,33.28,33.03,48.92,7.29,357.27,mil
48.06,15.67,34.7,39.73,37.33,7.79,249.88,mil
58.84,12.43,11.18,30.45,43.32,5.86,662.02,mil
23.88,23.6,31.21,29.95,36.72,7.72,500.74,mil
53.58,12.78,24.63,39.85,31.42,6.75,345.91,mil
58.26,20.28,18.77,26.22,25.34,6.78,405.17,mil
69.42,14.4,17.69,38.37,39.73,7.3,247.83,mil
39.15,23.88,27.69,30.17,43.77,8.23,337.0,mil
45.26,24.17,15.17,35.79,43.43,7.54,375.61,mil
35.69,18.68,16.47,31.29,30.65,5.52,685.03,mil
41.59,24.39,14.21,33.81,31.03,7.87,591.85,mil
25.63,23.24,15.84,34.19,54.57,8.15,678.28,mil
37.13,7.11,15.65,32.51,48.8,5.95,529.87,mil
36.18,11.82,29.86,32.0,49.36,5.97,594.97,mil
23.21,8.88,29.68,37.82,32.58,6.48,468.56,mil
30.58,21.22,33.21,27.18,38.91,7.82,368.66,mil
51.66,6.0,28.26,27.29,49.92,6.57,340.78,mil
62.04,6.0,21.9,30.55,33.54,8.24,575.46,mil
23.2,19.29,25.82,38.51,34.39,7.22,450.38,mil
44.48,14.12,16.17,36.34,38.54,8.38,330.4,mil
54.14,23.81,29.9,38.07,49.82,6.58,500.06,mil
27.81,15.71,16.91,36.16,40.84,6.73,334.4,mil
69.93,6.43,11.31,28.26,54.13,8.44,527.46,mil
64.01,9.28,39.16,27.14,28.03,5.84,486.56,mil
59.05,12.33,39.34,31.52,29.51,6.9,539.52,mil
61.61,14.18,27.81,29.01,44.38,8.46,224.53,mil
64.33,16.25,17.56,39.32,39.5,6.5,290.75,mil
32.22,21.66,28.43,38.7,31.96,5.86,203.04,mil
45.39,24.97,30.85,29.63,51.31,7.85,207.71,mil
60.84,11.01,14.49,28.39,39.06,6.77,344.44,mil
28.61,20.24,39.7,36.67,33.88,6.23,308.83,mil
26.83,16.03,28.16,35.58,45.41,6.38,365.16,mil
54.08,11.99,16.38,30.62,33.16,5.76,615.07,mil
62.66,9.4,11.94,36.08,31.35,6.68,232.07,mil
31.31,20.86,34.13,28.11,35.08,5.9,237.09,mil
69.61,18.11,26.26,36.48,50.2,7.92,208.27,mil
29.34,18.1,21.27,39.74,44.96,8.37,300.72,mil
63.2,11.43,39.69,27.37,40.49,7.88,416.32,mil
43.4,24.73,22.76,34.06,26.64,8.03,524.08,mil
40.2,5.32,27.75,25.19,25.04,7.35,294.51,mil
29.59,18.07,11.61,29.7,29.48,7.24,530.88,mil
56.06,10.1,12.68,26.18,37.78,8.34,308.86,mil
32.84,7.02,28.17,35.2,44.29,8.08,443.21,mil
26.72,10.79,29.87,34.2,40.93,7.55,518.7,mil
64.07,16.72,33.36,28.73,45.35,8.21,392.87,mil
58.96,19.5,11.79,33.72,28.91,8.4,605.7,mil
25.49,7.44,27.83,30.17,26.05,7.12,393.92,mil
25.05,21.04,37.45,36.35,49.67,6.15,331.79,mil
30.43,20.3,38.44,35.75,51.44,7.42,393.83,mil
41.29,6.51,10.94,35.43,38.15,7.16,478.83,mil
33.87,14.52,24.12,30.83,49.62,6.85,501.82,mil
64.78,22.32,36.71,29.05,26.05,6.28,339.35,mil
65.47,17.98,12.45,27.03,29.67,7.39,567.71,mil
62.98,23.81,16.05,29.65,32.21,6.58,657.33,mil
48.76,19.76,24.7,25.43,26.93,7.11,559.39,mil
30.77,19.44,34.32,31.18,47.39,6.71,539.18,mil
58.2,24.84,20.36,31.17,29.97,6.11,546.7,mil
65.85,12.89,15.4,29.28,38.65,6.37,316.79,mil
56.8,5.16,26.18,36.91,32.99,7.31,534.45,mil
52.75,13.92,20.4,37.54,47.75,6.46,251.51,mil
23.59,6.89,27.49,25.77,35.11,7.76,347.17,mil
58.17,19.91,17.37,35.93,47.43,6.69,305.21,mil
46.06,23.43,29.19,27.59,45.48,6.78,495.76,mil
56.7,15.3,34.42,35.83,43.45,5.95,617.97,mil
66.8,7.74,24.65,28.88,47.64,7.66,270.44,mil
63.85,8.62,33.92,31.85,34.85,5.97,283.81,mil
53.09,16.01,13.66,26.69,27.17,7.73,555.94,mil
22.92,16.21,12.54,38.56,52.21,7.59,663.09,mil
60.57,21.57,27.09,29.59,31.53,6.48,514.25,mil
28.63,10.17,24.04,28.5,42.66,8.27,574.04,mil
53.32,16.65,24.64,27.8,51.84,6.25,245.65,mil
57.5,8.51,21.16,25.42,29.11,6.02,227.21,mil
52.83,21.74,21.2,38.12,31.4,6.48,275.37,mil
51.03,13.4,28.4,36.43,41.37,7.38,667.63,mil
34.95,12.18,31.53,34.17,30.36,6.63,433.92,mil
40.97,8.57,37.73,36.43,39.44,7.54,648.64,mil
26.81,10.01,26.28,36.99,26.09,8.45,427.45,mil
37.96,10.85,15.23,36.87,53.66,6.74,676.21,mil
61.19,14.62,30.22,31.52,41.76,5.67,548.13,mil
22.64,21.34,34.75,28.56,34.71,6.94,498.33,mil
34.37,16.85,18.93,25.83,25.08,5.8,596.13,mil
68.07,13.54,25.38,27.2,41.53,5.93,505.61,mil
66.66,8.91,32.94,25.35,36.26,5.83,376.24,mil
28.68,12.47,22.53,29.51,44.7,8.26,400.3,mil
29.62,10.41,35.62,33.57,38.65,5.95,424.86,mil
33.92,23.86,36.52,26.26,40.5,6.18,405.39,mil
63.84,15.55,20.03,28.12,49.01,7.37,434.03,mil
30.87,11.68,38.8,32.8,37.02,7.06,589.49,mil
37.01,8.57,27.55,34.98,46.38,8.15,385.59,mil
23.77,24.17,23.05,34.35,44.99,7.14,302.63,mil
57.76,21.08,26.59,32.33,28.42,5.75,369.78,mil
35.54,24.07,33.51,34.9,40.53,6.0,689.23,mil
38.75,7.14,24.81,38.11,51.62,5.53,643.15,mil
33.57,5.78,35.43,37.96,42.89,7.22,606.56,mil
59.32,22.8,26.58,39.51,54.88,5.85,624.77,mil
44.99,12.75,28.39,25.84,40.19,8.11,306.73,mil
41.32,23.79,22.86,30.38,38.22,7.06,516.0,mil
60.03,14.04,34.52,33.01,35.15,7.47,558.86,mil
47.9,6.13,15.1,29.28,33.48,7.52,209.17,mil
57.78,10.31,19.3,32.92,31.48,8.15,242.68,mil
42.22,21.99,28.48,29.38,37.62,7.62,686.63,mil
64.66,11.85,39.95,25.05,25.83,7.97,299.73,mil
23.04,9.74,22.78,35.96,43.73,6.21,451.64,mil
66.31,21.3,19.7,39.73,46.26,5.69,217.58,mil
28.42,19.56,15.51,32.67,27.8,8.26,371.98,mil
65.41,23.9,10.18,31.96,25.74,8.23,459.2,mil
23.75,7.21,21.51,39.1,45.79,8.1,383.23,mil
22.16,24.49,10.52,39.21,36.06,5.53,544.58,mil
69.03,24.31,14.83,27.72,41.97,7.41,569.71,mil
29.05,24.18,29.16,37.71,41.2,6.74,688.59,mil
49.11,22.34,38.6,35.13,41.47,5.51,220.01,mil
30.04,8.72,17.64,29.57,35.8,6.76,249.43,mil
22.12,18.48,26.12,31.66,44.03,7.98,413.85,mil
52.06,24.07,35.19,31.39,44.34,6.03,480.26,mil
69.07,15.37,37.83,31.11,54.97,7.24,221.13,mil
49.34,10.49,10.97,37.31,33.27,7.89,344.11,mil
29.72,24.48,20.85,34.02,43.3,7.18,657.35,mil
53.72,13.07,35.87,27.72,41.33,8.35,512.7,mil
60.85,18.07,35.18,39.17,33.19,6.01,442.0,mil
55.09,9.54,10.12,30.14,54.07,7.58,400.66,mil
29.63,12.12,15.1,26.59,52.2,8.49,282.06,mil
22.73,11.59,23.85,28.07,34.04,6.1,587.13,mil
55.63,17.7,21.62,38.64,54.09,6.02,311.51,mil
46.28,6.83,23.09,33.73,40.66,6.49,471.22,mil
67.94,9.12,29.64,25.65,26.99,7.16,252.47,mil
21.12,8.43,26.95,35.55,31.07,7.5,291.24,mil
50.67,13.24,29.61,39.93,53.13,5.51,642.72,mil
23.32,24.06,18.45,30.73,27.75,5.84,563.37,mil
67.22,17.21,31.48,36.43,32.88,5.64,200.94,mil
37.53,9.83,11.87,27.69,28.73,8.24,270.13,mil
46.88,16.86,26.3,26.49,34.56,5.65,397.83,mil
29.43,16.23,30.78,32.98,38.03,6.66,620.85,mil
30.97,19.68,32.72,31.29,33.92,6.91,246.61,mil
22.3,7.23,15.61,32.56,50.47,6.21,667.58,mil
67.75,24.18,35.13,30.46,27.18,7.21,479.34,mil
62.5,24.92,25.24,30.18,30.58,5.51,454.56,mil
47.78,21.5,25.14,38.75,43.84,8.02,274.15,mil
62.77,18.5,15.11,27.85,52.8,5.6,431.27,mil
35.67,18.3,35.19,30.41,37.81,8.45,591.96,mil
64.86,13.78,17.02,31.18,46.48,5.83,335.23,mil
22.33,13.65,34.82,25.37,45.26,8.3,318.46,mil
54.68,24.5,38.87,28.52,28.01,5.94,551.02,mil
56.29,18.48,20.08,27.55,42.42,6.95,564.42,mil
42.07,11.77,18.8,28.17,32.97,5.78,373.43,mil
21.83,8.73,32.4,29.88,45.05,7.65,490.59,mil
67.93,5.43,32.16,39.38,50.87,6.0,363.41,mil
28.62,17.03,31.37,29.76,41.19,7.57,410.67,mil
62.7,20.43,11.94,34.32,32.06,7.17,678.44,mil
63.95,13.09,18.75,28.52,40.98,5.84,474.64,mil
20.07,11.48,16.6,39.57,46.82,6.55,246.42,mil
45.84,9.27,26.09,37.53,43.47,7.4,470.52,mil
66.36,23.64,25.38,29.59,38.79,6.06,518.17,mil
45.0,7.07,15.93,32.19,51.63,7.2,540.77,mil
36.95,16.43,23.42,34.89,26.52,6.98,348.0,mil
36.31,24.22,15.48,29.67,40.3,8.09,408.34,mil
57.19,22.13,19.3,30.89,35.7,8.0,222.17,mil
35.42,18.59,26.96,31.54,41.2,6.09,415.36,mil
45.09,23.02,17.83,38.02,44.33,5.56,562.32,mil
21.78,24.95,36.18,29.46,32.72,6.64,378.08,mil
38.62,11.37,28.63,27.46,50.38,7.94,438.24,mil
62.64,9.94,10.53,34.29,38.74,7.2,649.67,mil
68.5,17.69,32.92,26.26,29.82,7.7,415.68,mil
42.3,11.17,28.22,27.78,43.81,6.02,231.91,mil
36.52,9.62,36.67,25.82,30.3,7.15,440.53,mil
22.29,5.15,39.64,34.88,35.96,6.91,333.28,mil
37.24,17.98,36.48,27.76,50.21,5.86,307.5,mil
21.86,7.82,37.52,31.89,27.33,8.38,639.5,mil
57.73,23.67,16.6,37.55,45.7,8.11,598.46,mil
37.32,20.49,17.87,29.93,28.24,8.31,345.5,mil
46.03,12.83,38.8,30.03,48.36,8.07,417.8,mil
38.91,19.95,37.39,36.32,31.81,8.16,393.79,mil
48.81,21.63,15.65,36.77,42.88,8.18,285.99,mil
41.03,21.66,10.58,26.68,54.72,6.34,687.77,mil
29.13,12.22,32.59,34.87,42.43,7.09,621.72,mil
31.75,13.85,14.66,33.94,32.52,6.5,435.63,mil
21.34,6.84,30.58,31.43,50.94,7.58,204.05,mil
50.84,6.87,33.43,39.87,40.94,7.55,318.66,mil
41.88,22.12,15.02,28.98,38.36,7.64,387.94,mil
66.39,6.89,21.12,35.63,31.78,7.47,282.11,mil
22.8,7.42,37.9,33.28,48.89,6.5,496.33,mil
44.75,23.91,32.43,35.96,26.39,7.15,433.5,mil
66.39,10.15,18.1,31.17,32.3,5.89,628.71,mil
47.91,22.23,34.93,29.23,41.43,5.75,657.63,mil
40.21,12.87,19.08,31.91,32.55,6.62,599.97,mil
61.71,11.08,24.07,38.11,26.58,8.17,309.59,mil
53.93,16.65,26.59,37.89,28.05,6.54,469.13,mil
60.56,9.33,34.09,30.99,30.67,7.78,245.45,mil
45.74,6.28,20.69,34.02,41.68,6.71,414.52,mil
31.34,14.12,38.6,37.76,29.36,5.59,666.76,mil
46.34,15.76,33.42,29.72,39.46,8.41,536.07,mil
27.69,7.66,16.13,36.5,33.86,5.56,672.09,mil
28.49,5.19,17.11,28.53,37.66,8.26,639.59,mil
42.84,13.22,26.65,28.65,26.57,8.32,293.35,mil
29.92,14.45,24.75,25.28,29.44,6.63,541.87,mil
31.42,13.46,26.72,38.33,34.78,5.9,444.64,mil
57.34,7.2,22.74,25.27,26.01,6.95,349.1,mil
62.26,17.04,23.62,31.12,39.92,5.62,646.4,mil
69.92,8.63,13.61,27.15,44.83,7.48,623.96,mil
57.59,13.99,28.39,35.32,40.38,6.93,522.55,mil
47.87,17.88,28.39,35.79,44.28,7.06,540.9,mil
42.47,9.83,10.04,33.4,42.72,8.42,380.74,mil
39.71,9.04,12.12,36.59,32.49,7.33,543.89,mil
43.56,22.53,23.31,29.27,51.88,8.08,282.02,mil
21.3,6.8,18.6,39.58,41.76,6.62,644.36,mil
42.66,11.3,38.24,37.74,50.31,7.04,594.72,mil
28.97,16.46,39.52,29.36,48.83,6.97,219.9,mil
58.15,8.37,28.94,26.28,53.41,6.38,313.23,mil
26.46,23.92,31.36,36.12,39.98,6.92,255.01,mil
47.99,9.94,39.31,36.95,37.39,5.95,592.67,mil
26.1,8.79,16.35,33.35,48.61,6.44,242.33,mil
43.23,19.96,16.65,28.3,53.42,8.36,695.23,mil
60.38,8.76,16.36,30.1,34.54,8.37,594.54,mil
56.2,8.72,37.29,37.42,29.91,8.11,336.12,mil
24.04,18.14,29.61,26.42,34.57,8.48,539.21,mil
56.5,9.26,12.36,29.15,32.47,6.2,296.38,mil
48.74,11.56,34.61,27.76,38.94,5.54,440.84,mil
22.79,24.55,33.72,32.35,27.6,7.28,579.38,mil
29.54,16.36,34.43,36.52,49.09,8.14,668.84,mil
40.28,16.38,33.72,35.46,54.87,5.54,377.57,mil
34.05,10.25,16.68,35.64,27.54,7.72,546.71,mil
32.54,10.06,28.87,36.43,51.29,8.06,682.44,mil
49.07,23.17,34.26,38.42,25.35,8.4,436.77,mil
59.91,7.54,21.88,29.07,33.75,5.87,602.88,mil
20.46,11.25,15.23,33.84,32.63,6.28,444.17,mil
52.63,7.43,15.27,28.71,54.21,6.69,499.5,mil
32.08,14.81,12.22,25.52,39.06,6.7,268.44,mil
54.38,24.86,21.87,34.37,53.89,7.99,431.78,mil
56.87,7.56,25.36,29.19,29.83,6.78,265.51,mil
54.95,14.12,25.93,27.2,29.19,7.25,692.5,mil
24.81,10.71,36.08,26.08,51.28,7.07,404.13,mil
35.48,10.94,19.17,38.27,46.71,7.51,599.37,mil
32.86,17.36,23.8,36.74,34.28,7.43,641.11,mil
40.11,6.33,25.48,30.19,45.17,8.35,442.8,mil
43.31,18.09,13.1,28.8,52.57,7.51,206.72,mil
30.23,18.66,32.93,37.6,33.77,8.29,476.47,mil
54.83,16.93,13.68,39.45,28.69,6.26,606.81,mil
50.93,21.76,25.47,30.65,52.66,5.61,628.07,mil
31.54,21.97,14.18,33.7,51.64,6.92,573.28,mil
60.23,19.73,37.76,31.7,30.19,5.64,323.23,mil
27.16,16.16,15.55,25.58,26.08,7.99,495.72,mil
37.9,22.88,12.11,39.7,43.49,6.05,539.53,mil
58.17,13.59,35.85,27.26,33.37,5.78,305.44,mil
31.94,23.35,12.34,31.41,40.97,8.2,698.85,mil
57.67,24.42,33.61,39.45,46.22,5.74,400.96,mil
52.33,12.01,18.2,33.66,53.01,5.6,584.62,mil
56.14,24.28,37.92,36.43,40.61,6.11,472.62,mil
58.27,22.91,33.69,27.93,42.99,6.5,204.6,mil
30.01,7.26,35.28,28.88,33.54,8.38,389.54,mil
20.48,10.68,13.58,26.54,27.32,7.28,294.67,mil
38.06,22.24,22.73,38.74,39.94,6.7,575.19,mil
22.93,17.24,46.08,22.87,69.76,6.87,594.18,haricot
43.86,27.52,59.26,26.31,72.79,5.88,786.26,haricot
30.62,20.22,57.77,18.19,74.13,5.72,809.72,haricot
31.04,23.77,28.67,23.86,58.7,6.49,407.82,haricot
22.57,17.49,36.76,26.15,72.2,5.87,687.18,haricot
50.73,22.22,36.36,23.24,53.37,5.54,476.4,haricot
45.07,16.84,27.59,21.38,51.95,5.79,855.63,haricot
20.77,31.34,35.38,24.73,64.72,5.84,823.6,haricot
39.68,35.56,36.24,27.85,69.26,6.95,657.16,haricot
38.95,33.89,55.21,27.64,58.11,6.7,505.32,haricot
41.82,19.5,33.9,27.31,53.65,6.45,696.48,haricot
24.83,23.15,42.52,19.87,70.02,6.96,507.38,haricot
27.48,26.37,49.91,20.82,50.5,6.31,878.3,haricot
35.65,25.5,58.76,24.95,67.98,6.34,887.3,haricot
47.55,37.38,47.98,25.35,57.26,5.96,791.49,haricot
31.87,29.07,29.97,26.17,52.76,6.74,701.36,haricot
27.48,28.55,31.3,21.23,58.79,5.59,892.98,haricot
21.26,31.56,34.85,24.46,58.91,6.51,764.62,haricot
47.62,17.85,46.28,20.8,50.72,6.12,616.77,haricot
38.69,32.62,32.35,21.15,51.51,6.53,683.91,haricot
33.98,32.63,41.49,22.69,62.78,6.45,730.0,haricot
31.56,18.52,26.27,24.39,71.82,6.11,484.76,haricot
50.26,35.81,55.22,24.07,71.52,5.52,453.62,haricot
23.7,32.82,22.78,22.96,61.82,5.97,835.2,haricot
26.82,23.81,50.97,18.3,66.82,6.72,866.13,haricot
55.05,22.98,43.45,18.77,56.45,5.64,557.59,haricot
55.01,23.68,42.48,22.33,61.47,6.95,548.08,haricot
45.09,25.5,22.45,22.89,70.33,5.65,434.8,haricot
26.15,34.11,48.96,23.65,61.71,6.83,783.35,haricot
52.48,35.33,45.71,22.58,71.62,6.89,411.9,haricot
22.06,38.97,31.09,26.73,59.72,5.68,440.22,haricot
26.26,21.25,39.54,25.01,74.66,6.16,659.09,haricot
40.87,28.49,40.71,18.09,50.04,5.65,450.78,haricot
48.2,20.12,55.79,27.29,74.4,6.91,535.94,haricot
40.39,19.39,52.25,26.88,71.28,6.15,779.34,haricot
23.9,16.01,50.13,22.25,74.89,5.65,827.81,haricot
